,id,user_id,event,ip_address,created_at,updated_at,is_fraud,fraud_likelihood,hour_of_day,day_of_week,final_decision
40,117,8,Logged out at: 2025-03-28 08:20 PM,127.0.0.1,2025-03-28 20:20:25,2025-03-28 20:20:25,0,4.450781773884598,20,4,No action
41,116,8,Registered and logged in at: 2025-03-28 08:20 PM,127.0.0.1,2025-03-28 20:20:18,2025-03-28 20:20:18,0,0.0,20,4,No action
42,115,7,Logged out at: 2025-03-28 08:19 PM,127.0.0.1,2025-03-28 20:19:57,2025-03-28 20:19:57,0,0.0,20,4,No action
43,114,7,Tried to view Order: RVAQRCU0Q6ZNUMHAPLZX at 2025-03-28 08:12 PM,127.0.0.1,2025-03-28 20:12:42,2025-03-28 20:12:42,0,0.0,20,4,No action
44,113,7,Registered and logged in at: 2025-03-28 08:12 PM,127.0.0.1,2025-03-28 20:12:31,2025-03-28 20:12:31,0,0.0,20,4,No action
45,112,3,Logged out at: 2025-03-28 08:11 PM,127.0.0.1,2025-03-28 20:11:59,2025-03-28 20:11:59,0,0.0,20,4,No action
46,111,3,Tried to view Payment: UCXWPMD9WTCF3EMHHOSV at 2025-03-28 07:52 PM,127.0.0.1,2025-03-28 19:52:40,2025-03-28 19:52:40,0,1.3449878515642357,19,4,No action
47,110,3,Tried to view Order: RVAQRCU0Q6ZNUMHAPLZX at 2025-03-28 07:38 PM,127.0.0.1,2025-03-28 19:38:41,2025-03-28 19:38:41,0,0.0,19,4,No action
48,109,3,Tried to view Order: RVAQRCU0Q6ZNUMHAPLZX at 2025-03-28 07:38 PM,127.0.0.1,2025-03-28 19:38:37,2025-03-28 19:38:37,0,2.587402366236807,19,4,No action
49,108,3,Logged in at: 2025-03-28 06:52 PM,127.0.0.1,2025-03-28 18:52:08,2025-03-28 18:52:08,0,1.6461407285795833,18,4,No action
50,107,5,Two-factor authentication has been disabled time of: 2025-03-28 06:50 PM,127.0.0.1,2025-03-28 18:50:39,2025-03-28 18:50:39,1,97.83535205328168,18,4,Immediate action required
51,106,5,Two-factor authentication Code has been verified time of: 2025-03-28 18:50:31,127.0.0.1,2025-03-28 18:50:31,2025-03-28 18:50:31,1,100.0,18,4,Immediate action required
52,105,5,Two-factor authentication Code has been verified time of: 2025-03-28 18:50:00,127.0.0.1,2025-03-28 18:50:00,2025-03-28 18:50:00,1,100.0,18,4,Immediate action required
53,104,5,Two-factor authentication Code has been verified time of: 2025-03-28 18:17:28,127.0.0.1,2025-03-28 18:17:28,2025-03-28 18:17:28,1,100.0,18,4,Immediate action required
54,103,5,Two-factor authentication Code has been verified time of: 2025-03-28 18:16:14,127.0.0.1,2025-03-28 18:16:14,2025-03-28 18:16:14,1,95.86022358972969,18,4,Immediate action required
55,102,5,Two-factor authentication Code has been verified time of: 2025-03-28 18:15:42,127.0.0.1,2025-03-28 18:15:42,2025-03-28 18:15:42,1,100.0,18,4,Immediate action required
56,101,5,Password changed time of: 2025-03-28 18:14:44,127.0.0.1,2025-03-28 18:14:44,2025-03-28 18:14:44,0,1.0566429349089477,18,4,No action
57,100,3,Unauthorized access attempt at: 2025-03-28 03:27 PM,127.0.0.1,2025-03-28 15:27:02,2025-03-28 15:27:02,1,100.0,15,4,Immediate action required
58,99,3,Tried to view Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-28 02:43 PM,127.0.0.1,2025-03-28 14:43:46,2025-03-28 14:43:46,0,0.0,14,4,No action
59,98,3,Tried to view Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-28 02:42 PM,127.0.0.1,2025-03-28 14:42:48,2025-03-28 14:42:48,0,0.0,14,4,No action
60,97,3,Tried to view Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-28 02:42 PM,127.0.0.1,2025-03-28 14:42:42,2025-03-28 14:42:42,0,0.0,14,4,No action
61,96,3,Tried to view Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-28 02:41 PM,127.0.0.1,2025-03-28 14:41:17,2025-03-28 14:41:17,0,3.777976983524047,14,4,No action
62,95,3,Tried to view Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-28 02:40 PM,127.0.0.1,2025-03-28 14:40:41,2025-03-28 14:40:41,0,0.0,14,4,No action
63,94,3,Tried to view Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-28 02:40 PM,127.0.0.1,2025-03-28 14:40:36,2025-03-28 14:40:36,0,0.60007392291263,14,4,No action
64,93,3,Tried to view Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-28 02:40 PM,127.0.0.1,2025-03-28 14:40:05,2025-03-28 14:40:05,0,3.3869457233037785,14,4,No action
65,92,3,Tried to view Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-28 02:39 PM,127.0.0.1,2025-03-28 14:39:49,2025-03-28 14:39:49,0,0.0,14,4,No action
66,91,3,Tried to view Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-28 02:39 PM,127.0.0.1,2025-03-28 14:39:20,2025-03-28 14:39:20,0,2.364233040192448,14,4,No action
67,90,3,Logged in at: 2025-03-28 01:27 PM,127.0.0.1,2025-03-28 13:27:09,2025-03-28 13:27:09,0,0.0,13,4,No action
68,89,2,Logged out at: 2025-03-28 12:15 AM,127.0.0.1,2025-03-28 00:15:14,2025-03-28 00:15:14,0,0.0,0,4,No action
69,88,1,Logged out at: 2025-03-28 12:14 AM,127.0.0.1,2025-03-28 00:14:16,2025-03-28 00:14:16,0,0.0,0,4,No action
70,87,1,Unauthorized access attempt at: 2025-03-28 12:13 AM,127.0.0.1,2025-03-28 00:13:43,2025-03-28 00:13:43,1,96.46610770594643,0,4,Immediate action required
71,86,2,Logged in at: 2025-03-27 11:48 PM,127.0.0.1,2025-03-27 23:48:55,2025-03-27 23:48:55,0,0.0,23,3,No action
72,85,1,Logged in at: 2025-03-27 11:29 PM,127.0.0.1,2025-03-27 23:29:02,2025-03-27 23:29:02,0,2.3419708984174648,23,3,No action
73,84,2,Logged out at: 2025-03-27 11:02 PM,127.0.0.1,2025-03-27 23:02:00,2025-03-27 23:02:00,0,4.678286407799764,23,3,No action
74,83,2,Logged in at: 2025-03-27 09:58 PM,127.0.0.1,2025-03-27 21:58:07,2025-03-27 21:58:07,0,0.5167921437239489,21,3,No action
75,82,5,Unauthorized access attempt at: 2025-03-26 09:36 PM,127.0.0.1,2025-03-26 21:36:39,2025-03-26 21:36:39,1,100.0,21,2,Immediate action required
76,81,2,Approved Order: RVAQRCU0Q6ZNUMHAPLZX at 2025-03-26 03:02 PM,127.0.0.1,2025-03-26 15:02:42,2025-03-26 15:02:42,1,96.40372107972186,15,2,Immediate action required
77,80,2,Logged in at: 2025-03-26 01:55 PM,127.0.0.1,2025-03-26 13:55:38,2025-03-26 13:55:38,0,1.372781648987087,13,2,No action
78,79,4,Logged in at: 2025-03-26 10:35 AM,127.0.0.1,2025-03-26 10:35:18,2025-03-26 10:35:18,0,2.040629752264879,10,2,No action
79,78,2,Logged out at: 2025-03-26 10:35 AM,127.0.0.1,2025-03-26 10:35:10,2025-03-26 10:35:10,0,2.2643306584630825,10,2,No action
80,77,2,Logged in at: 2025-03-26 10:33 AM,127.0.0.1,2025-03-26 10:33:41,2025-03-26 10:33:41,0,0.0,10,2,No action
81,76,5,Updated Order Request: RVAQRCU0Q6ZNUMHAPLZX at 2025-03-26 10:30 AM,127.0.0.1,2025-03-26 10:30:01,2025-03-26 10:30:01,1,100.0,10,2,Immediate action required
82,75,3,Logged out at: 2025-03-26 08:14 AM,127.0.0.1,2025-03-26 08:14:22,2025-03-26 08:14:22,0,0.0,8,2,No action
83,74,3,Reviewed Order Request: RVAQRCU0Q6ZNUMHAPLZX in time of: 2025-03-26 08:13 AM,127.0.0.1,2025-03-26 08:13:17,2025-03-26 08:13:17,0,1.0146116329723176,8,2,No action
84,73,3,Logged in at: 2025-03-26 08:09 AM,127.0.0.1,2025-03-26 08:09:02,2025-03-26 08:09:02,0,0.0,8,2,No action
85,72,2,Logged out at: 2025-03-26 08:08 AM,127.0.0.1,2025-03-26 08:08:55,2025-03-26 08:08:55,0,0.0,8,2,No action
86,71,2,Approved Payment: BWJGTJ9LIIKKYHF0QBT3 at 2025-03-26 08:08 AM,127.0.0.1,2025-03-26 08:08:45,2025-03-26 08:08:45,1,97.0043587469862,8,2,Immediate action required
87,70,2,Approved Document:  at 2025-03-26 08:08 AM,127.0.0.1,2025-03-26 08:08:28,2025-03-26 08:08:28,1,95.47828615696748,8,2,Immediate action required
88,69,2,Approved Order: RVAQRCU0Q6ZNUMHAPLZX at 2025-03-26 08:08 AM,127.0.0.1,2025-03-26 08:08:04,2025-03-26 08:08:04,1,100.0,8,2,Immediate action required
89,68,2,Logged in at: 2025-03-26 08:07 AM,127.0.0.1,2025-03-26 08:07:52,2025-03-26 08:07:52,0,4.33922441997484,8,2,No action
90,67,3,Logged out at: 2025-03-26 08:07 AM,127.0.0.1,2025-03-26 08:07:46,2025-03-26 08:07:46,0,3.950135367235198,8,2,No action
91,66,3,Logged in at: 2025-03-26 08:07 AM,127.0.0.1,2025-03-26 08:07:29,2025-03-26 08:07:29,0,0.0,8,2,No action
92,65,2,Logged out at: 2025-03-26 08:07 AM,127.0.0.1,2025-03-26 08:07:18,2025-03-26 08:07:18,0,0.8342162231369441,8,2,No action
93,64,2,Logged in at: 2025-03-26 08:07 AM,127.0.0.1,2025-03-26 08:07:10,2025-03-26 08:07:10,0,0.7637484294476291,8,2,No action
94,63,5,Payment Submitted with Payment Number: BWJGTJ9LIIKKYHF0QBT3 at 2025-03-26 08:06 AM,127.0.0.1,2025-03-26 08:06:48,2025-03-26 08:06:48,1,100.0,8,2,Immediate action required
95,62,5,Document Submitted with Document Number: OISRVWLIHKXMWLATRBQJ at 2025-03-26 08:06 AM,127.0.0.1,2025-03-26 08:06:31,2025-03-26 08:06:31,1,95.46024262422249,8,2,Immediate action required
96,61,5,Order Submitted with Order Number: RVAQRCU0Q6ZNUMHAPLZX at 2025-03-26 08:06 AM,127.0.0.1,2025-03-26 08:06:19,2025-03-26 08:06:19,1,99.54686873200549,8,2,Immediate action required
97,60,2,Logged out at: 2025-03-26 08:05 AM,127.0.0.1,2025-03-26 08:05:39,2025-03-26 08:05:39,0,4.284772143167656,8,2,No action
98,59,2,Logged in at: 2025-03-26 08:04 AM,127.0.0.1,2025-03-26 08:04:21,2025-03-26 08:04:21,0,0.0,8,2,No action
99,58,2,Logged out at: 2025-03-26 08:03 AM,127.0.0.1,2025-03-26 08:03:09,2025-03-26 08:03:09,0,0.0,8,2,No action
100,57,2,Logged in at: 2025-03-26 06:20 AM,127.0.0.1,2025-03-26 06:20:04,2025-03-26 06:20:04,0,0.0,6,2,No action
101,56,3,Logged out at: 2025-03-26 06:19 AM,127.0.0.1,2025-03-26 06:19:53,2025-03-26 06:19:53,0,0.0,6,2,No action
102,55,3,Logged in at: 2025-03-26 04:28 AM,127.0.0.1,2025-03-26 04:28:46,2025-03-26 04:28:46,0,0.0,4,2,No action
103,54,3,Marked maintenance as available at 2025-03-25 05:52 PM,127.0.0.1,2025-03-25 17:52:14,2025-03-25 17:52:14,0,0.9932778902838715,17,1,No action
104,53,3,Logged in at: 2025-03-25 04:56 PM,127.0.0.1,2025-03-25 16:56:25,2025-03-25 16:56:25,0,0.0,16,1,No action
105,52,2,Logged out at: 2025-03-25 04:56 PM,127.0.0.1,2025-03-25 16:56:03,2025-03-25 16:56:03,0,1.3188209469181444,16,1,No action
106,51,2,Logged in at: 2025-03-25 04:17 PM,127.0.0.1,2025-03-25 16:17:09,2025-03-25 16:17:09,0,2.560295346247667,16,1,No action
107,50,4,Logged out at: 2025-03-25 04:15 PM,127.0.0.1,2025-03-25 16:15:12,2025-03-25 16:15:12,0,1.4467585317937894,16,1,No action
108,49,4,Logged in at: 2025-03-25 04:12 PM,127.0.0.1,2025-03-25 16:12:32,2025-03-25 16:12:32,0,0.0,16,1,No action
109,48,2,Logged out at: 2025-03-25 04:12 PM,127.0.0.1,2025-03-25 16:12:22,2025-03-25 16:12:22,0,0.0,16,1,No action
110,47,2,Logged in at: 2025-03-25 11:08 AM,127.0.0.1,2025-03-25 11:08:23,2025-03-25 11:08:23,0,0.0,11,1,No action
111,46,5,Unauthorized access attempt at: 2025-03-25 10:50 AM,127.0.0.1,2025-03-25 10:50:24,2025-03-25 10:50:24,1,95.23224238299596,10,1,Immediate action required
112,45,5,Unauthorized access attempt at: 2025-03-25 10:49 AM,127.0.0.1,2025-03-25 10:49:02,2025-03-25 10:49:02,1,100.0,10,1,Immediate action required
113,44,5,Unauthorized access attempt at: 2025-03-25 10:47 AM,127.0.0.1,2025-03-25 10:47:41,2025-03-25 10:47:41,1,100.0,10,1,Immediate action required
114,43,5,Unauthorized access attempt at: 2025-03-25 10:39 AM,127.0.0.1,2025-03-25 10:39:56,2025-03-25 10:39:56,1,99.75073864575234,10,1,Immediate action required
115,42,4,Trip marked as delivered at: 2025-03-23 08:14 PM,127.0.0.1,2025-03-23 20:14:08,2025-03-23 20:14:08,0,0.0,20,6,No action
116,41,4,Trip marked as delivered at: 2025-03-23 07:36 PM,127.0.0.1,2025-03-23 19:36:12,2025-03-23 19:36:12,0,0.5864619968395868,19,6,No action
117,40,4,Trip marked as delivered at: 2025-03-23 07:32 PM,127.0.0.1,2025-03-23 19:32:05,2025-03-23 19:32:05,0,0.0,19,6,No action
118,39,4,Trip marked as delivered at: 2025-03-23 07:19 PM,127.0.0.1,2025-03-23 19:19:23,2025-03-23 19:19:23,0,0.0,19,6,No action
119,38,4,Trip marked as delivered at: 2025-03-23 07:15 PM,127.0.0.1,2025-03-23 19:15:29,2025-03-23 19:15:29,0,0.0,19,6,No action
120,37,4,Trip marked as delivered at: 2025-03-23 07:04 PM,127.0.0.1,2025-03-23 19:04:38,2025-03-23 19:04:38,0,0.0,19,6,No action
121,36,4,Trip marked as delivered at: 2025-03-23 06:54 PM,127.0.0.1,2025-03-23 18:54:24,2025-03-23 18:54:24,0,4.934960058423629,18,6,No action
122,35,4,Trip marked as delivered at: 2025-03-23 06:52 PM,127.0.0.1,2025-03-23 18:52:22,2025-03-23 18:52:22,0,1.0802771118569954,18,6,No action
123,34,4,Trip marked as delivered at: 2025-03-23 06:51 PM,127.0.0.1,2025-03-23 18:51:15,2025-03-23 18:51:15,0,1.664797938727486,18,6,No action
124,33,3,Logged in at: 2025-03-23 06:41 PM,127.0.0.1,2025-03-23 18:41:39,2025-03-23 18:41:39,0,4.818948771587875,18,6,No action
125,32,2,Logged out at: 2025-03-23 06:41 PM,127.0.0.1,2025-03-23 18:41:32,2025-03-23 18:41:32,0,4.698014604289151,18,6,No action
126,31,2,Logged in at: 2025-03-23 06:41 PM,127.0.0.1,2025-03-23 18:41:21,2025-03-23 18:41:21,0,0.0,18,6,No action
127,30,2,Logged out at: 2025-03-23 06:41 PM,127.0.0.1,2025-03-23 18:41:13,2025-03-23 18:41:13,0,4.292879320725504,18,6,No action
128,29,4,Trip marked as delivered at: 2025-03-23 06:39 PM,127.0.0.1,2025-03-23 18:39:50,2025-03-23 18:39:50,0,0.0,18,6,No action
129,28,4,Trip marked as in transit at: 2025-03-23 06:39 PM,127.0.0.1,2025-03-23 18:39:44,2025-03-23 18:39:44,0,0.0,18,6,No action
130,27,4,Trip marked as delivered at: 2025-03-23 06:37 PM,127.0.0.1,2025-03-23 18:37:09,2025-03-23 18:37:09,0,3.0797666976300277,18,6,No action
131,26,4,Logged in at: 2025-03-23 06:34 PM,127.0.0.1,2025-03-23 18:34:54,2025-03-23 18:34:54,0,3.5702654515626655,18,6,No action
132,25,4,Logged out at: 2025-03-23 06:34 PM,127.0.0.1,2025-03-23 18:34:09,2025-03-23 18:34:09,0,0.0,18,6,No action
133,24,4,Trip marked as delivered at: 2025-03-23 06:34 PM,127.0.0.1,2025-03-23 18:34:04,2025-03-23 18:34:04,0,4.535186829625404,18,6,No action
134,23,4,Trip marked as in transit at: 2025-03-23 06:33 PM,127.0.0.1,2025-03-23 18:33:59,2025-03-23 18:33:59,0,0.0,18,6,No action
135,22,4,Logged in at: 2025-03-23 06:33 PM,127.0.0.1,2025-03-23 18:33:49,2025-03-23 18:33:49,0,4.449058687609448,18,6,No action
136,21,2,Approved Vehicle Reservation: KQVRJ1ADVBKFTHY86PR1 at 2025-03-23 18:33,127.0.0.1,2025-03-23 18:33:36,2025-03-23 18:33:36,1,100.0,18,6,Immediate action required
137,20,2,Scheduled Vehicle Reservation: KQVRJ1ADVBKFTHY86PR1 at 2025-03-23 18:33,127.0.0.1,2025-03-23 18:33:34,2025-03-23 18:33:34,0,4.136720722016227,18,6,No action
138,19,2,Logged in at: 2025-03-23 06:33 PM,127.0.0.1,2025-03-23 18:33:09,2025-03-23 18:33:09,0,0.0,18,6,No action
139,18,3,Logged out at: 2025-03-23 06:33 PM,127.0.0.1,2025-03-23 18:33:00,2025-03-23 18:33:00,0,0.6503431788226415,18,6,No action
140,17,3,Approved Vehicle Reservation: KQVRJ1ADVBKFTHY86PR1 at 2025-03-23 18:32,127.0.0.1,2025-03-23 18:32:56,2025-03-23 18:32:56,1,99.10601596842326,18,6,Immediate action required
141,16,5,Payment Submitted with Payment Number: UCXWPMD9WTCF3EMHHOSV at 2025-03-23 18:31,127.0.0.1,2025-03-23 18:31:58,2025-03-23 18:31:58,1,100.0,18,6,Immediate action required
142,15,5,Submitted Vehicle Reservation: KQVRJ1ADVBKFTHY86PR1 at 2025-03-23 18:31,127.0.0.1,2025-03-23 18:31:51,2025-03-23 18:31:51,1,100.0,18,6,Immediate action required
143,14,3,Logged in at: 2025-03-23 06:28 PM,127.0.0.1,2025-03-23 18:28:09,2025-03-23 18:28:09,0,2.4154388950046988,18,6,No action
144,13,2,Logged out at: 2025-03-23 06:27 PM,127.0.0.1,2025-03-23 18:27:50,2025-03-23 18:27:50,0,0.0,18,6,No action
145,12,2,Updated Vehicle: ABC1234 at time: 2025-03-23 18:27,127.0.0.1,2025-03-23 18:27:14,2025-03-23 18:27:14,1,96.8382507643697,18,6,Immediate action required
146,11,2,Added Vehicle: ABC1234 at time: 2025-03-23 18:19,127.0.0.1,2025-03-23 18:19:18,2025-03-23 18:19:18,0,0.0,18,6,No action
147,10,2,Logged in at: 2025-03-23 06:15 PM,127.0.0.1,2025-03-23 18:15:26,2025-03-23 18:15:26,0,0.0,18,6,No action
148,9,4,Logged out at: 2025-03-23 06:15 PM,127.0.0.1,2025-03-23 18:15:20,2025-03-23 18:15:20,0,0.0,18,6,No action
149,8,4,Updated profile record successfully,127.0.0.1,2025-03-23 18:15:17,2025-03-23 18:15:17,1,100.0,18,6,Immediate action required
150,7,4,Registered and logged in at: 2025-03-23 18:15,127.0.0.1,2025-03-23 18:15:09,2025-03-23 18:15:09,0,0.0,18,6,No action
151,6,3,Logged out at: 2025-03-23 06:14 PM,127.0.0.1,2025-03-23 18:14:50,2025-03-23 18:14:50,0,1.0045751239169114,18,6,No action
152,5,3,Registered and logged in at: 2025-03-23 18:14,127.0.0.1,2025-03-23 18:14:45,2025-03-23 18:14:45,0,0.0,18,6,No action
153,4,2,Logged out at: 2025-03-23 06:14 PM,127.0.0.1,2025-03-23 18:14:28,2025-03-23 18:14:28,0,2.738118196413623,18,6,No action
154,3,2,Registered and logged in at: 2025-03-23 18:14,127.0.0.1,2025-03-23 18:14:23,2025-03-23 18:14:23,0,1.0312850912172387,18,6,No action
155,2,1,Logged out at: 2025-03-23 06:14 PM,127.0.0.1,2025-03-23 18:14:10,2025-03-23 18:14:10,0,2.9957830891697315,18,6,No action
156,1,1,Registered and logged in at: 2025-03-23 18:14,127.0.0.1,2025-03-23 18:14:05,2025-03-23 18:14:05,0,1.3080308521358033,18,6,No action
